,ROWID,State lgd code,District lgd code,Sub-District lgd Code,ULB_RLB_Village lgd Code,Households,Population,Male population,Female population,Population in the age group 0 to 6 years,Male Population in the age group 0 to 6 years,Female Population in the age group 0 to 6 years,Scheduled Caste population,Male Scheduled Caste population,Female Scheduled Caste population ,Scheduled Tribe population,Male Scheduled Tribe population,Female Scheduled Tribe population ,Literate population ,Male literate population,Female literate population ,Illiterate population,Male illiterate population ,Female illiterate population ,Working population,Male working population,Female Woking population,Number of main workers,Number of male main workers,Number of female main worker,Number of main workers as cultivators,Number of male main workers as cultivators,Number of female main workers as cultivators,Number of main workers as agricultural labourers,Number of male main workers as agricultural labourers,Number of female main workers as agricultural labourers,Number of main workers in the household industry,Number of male main workers in the household industry,Number of female main workers in the household industry,Number of  main workers as Other workers,Number of male main workers as Other workers,Number of female main workers as Other workers,Number of marginal workers,Number of male marginal workers,Number of female marginal workers,Number of marginal workers as cultivators,Number of male marginal workers as cultivators,Number of female marginal workers as cultivators,Number of marginal workers as agricultural labourers,Number of male marginal workers as agricultural labourers,Number of female marginal workers as agricultural labourers,Number of marginal workers in the household industry,Number of male marginal workers in the household industry,Number of female marginal workers in the household industry,Number of marginal workers as Other workers,Number of male marginal workers as Other workers,Number of female marginal workers as Other workers,Number of marginal workers  who worked for 3 to 6 months,Number of male marginal workers  who worked for  3 to 6 months,Number of female marginal workers who worked for  3 to 6 months,Total Number of marginal workers as cultivators who worked for 3 to 6 months,Number of male marginal workers as cultivators who worked for 3 to 6 months,Number of female marginal workers as cultivators who worked for 3 to 6 months,Number of marginal workers as agricultural labour who worked for 3 to 6 months,Number of male marginal workers as agricultural labour who worked for 3 to 6 months,Number of female marginal workers as agricultural labour who worked for 3 to 6 months,Number of  marginal workers in household industry who worked for 3 to 6 months,Number of male marginal workers in household industry who worked for 3 to 6 months,Number of female marginal workers in household industry who  worked for 3 to 6 months,Number of marginal workers as Other workers who worked for 3 to 6 months,Number of male marginal workers as Other workers who worked for 3 to 6 months,Number of female marginal workers as Other workers who worked for 3 to 6 months,Number of marginal workers  who worked for 0 to 3 months,Number of male marginal workers  who worked for 0 to 3 months,Number of female marginal workers  who worked for 0 to 3 months,Number of marginal workers as cultivators who worked for 0 to 3 months,Number of male marginal workers as cultivators who worked for 0 to 3 months,Number of female marginal workers as cultivators who worked for 0 to 3 months,Total nuumber of marginal workers as agricultural labour who worked for 0 to 3 months,Number of male marginal workers in agricultural labour who  worked for 0 to 3 months,Number of female marginal workers as agricultural labour who worked for 0 to 3 months,Number of marginal workers in household industry who worked for 0 to 3 months,Number of male marginal workers in household industry who  worked for 0 to 3 months,Number of female marginal workers in household industry who  worked for 0 to 3 months,Number of marginal workers as Other workers who worked for 0 to 3 months,Number of male marginal workers as Other workers who worked for 0 to 3 months,Number of female marginal workers as Other workers who worked for 0 to 3 months,Number of Non workers,Number of male Non workers,Number of female Non workers,Source Year,YearCode
Number of male marginal workers as Other workers,0.0784255778978541,0.007103299153382737,0.011634823277918876,0.07888235168480856,0.030103341138994082,0.9045826171186891,0.9183938423672842,0.9140878386291463,0.9222728695198061,0.9086601594854975,0.9053907534055682,0.9117176511406075,0.8802586411646436,0.882491089991483,0.8772303491916706,0.40181005811188103,0.4138920659424918,0.3889851548180329,0.9084243109286272,0.9048221248012674,0.9115061212743107,0.9299348361695272,0.9299414497982056,0.928435186477,0.9030181552545611,0.9002628945362834,0.8852492387262034,0.8838381743852421,0.8838432471164767,0.851329050623106,0.2750176104739428,0.2815252749321253,0.18874707914692793,0.31991610618190774,0.37897602700560046,0.18174143704541554,0.8203923743681983,0.8370791007861188,0.6595168545171867,0.8776805135689205,0.8769656148353259,0.8485919882438023,0.9700022837042215,0.9802874703645053,0.9216473157402403,0.3100900061318118,0.3717469979869149,0.22686569021725791,0.21319309635455166,0.2584701251329561,0.13462904921340674,0.8146857313665546,0.8415030685519913,0.7142918883515973,0.9954370448230221,1.0,0.9698053623929087,0.9707356652776709,0.980160341440711,0.9264737625477851,0.3678935010123806,0.4249150597232805,0.26558244682765664,0.2138635726820108,0.2553159540684232,0.13432084500259617,0.8068500852010516,0.827648689444536,0.7063397717118229,0.9925955703958257,0.9987076589442782,0.9675301235257548,0.8301980399661646,0.8832296613399206,0.6439750196714381,0.04339274441674529,0.05690344204652579,0.02941657994131897,0.12148140690476006,0.1576986713130326,0.07019825306142258,0.7091338756208744,0.7787478300325107,0.5745383271451503,0.9406733789629004,0.9432874993293572,0.8512092116661785,0.9231188451008723,0.9254193438947967,0.9209374726837277,,
Number of female marginal workers as Other workers,0.07465952866434665,0.01191874982505399,0.007177834371503576,0.07832866115565733,0.024987410053395047,0.9173521489164286,0.9182052140886459,0.912250737282624,0.923924073205332,0.9004065740369533,0.8956914708661607,0.905078191000404,0.867744602561634,0.8674651579621262,0.8673883814906856,0.4097597410363534,0.42168935067440516,0.3970759588347794,0.9132788389404485,0.907242334303087,0.9193019956188354,0.9119956822443739,0.9100519535321734,0.9121431652320332,0.9165774141359411,0.9075772780940377,0.920737034263066,0.8997096074186055,0.8943983177041257,0.8877959450952336,0.27573694877140387,0.27816980933140056,0.1977365484800986,0.31150684345416707,0.3631319891110279,0.18588444868105694,0.8025685841085802,0.8108974797694491,0.6615910308888133,0.8952657251049325,0.8893477732174139,0.8868848082362814,0.9604839020626071,0.9464372031098661,0.9479733999074791,0.31925945112953563,0.3704296024185567,0.2417109579695334,0.19608050068608396,0.22726267275495382,0.1341475861839621,0.7948951401496199,0.7974083099046486,0.7149835248720824,0.9886513789802909,0.9698053623929087,1.0,0.9653299413275765,0.9515518300087977,0.9543238898680826,0.3786598808128056,0.42352560759780006,0.28264073743742624,0.19807680610801556,0.2255027824904283,0.13534225742756031,0.7869688785006074,0.7821259805066777,0.7082551619238812,0.9900601675412176,0.9742230868900896,0.9983275875704741,0.7960942392578632,0.8210014466507756,0.6540725653089118,0.04493803306614963,0.05641582563963816,0.03210824335699098,0.10733247929286227,0.13514285499250742,0.06554905622899175,0.6928518941188201,0.7457409506465381,0.5712842865271548,0.903115448287177,0.8777621414898201,0.872007309528889,0.9143417178086942,0.9112992442332013,0.9152477770569671,,
Number of marginal workers  who worked for 3 to 6 months,0.15577435441397997,0.011363509381672106,0.007956484591802659,0.07398152156363651,0.028612908473391707,0.8858542121668728,0.8974894933479974,0.892325713310827,0.9023468556489348,0.8918305309767421,0.8879921032218534,0.8955320190465528,0.8608141212676368,0.8623786633990762,0.8585084448871169,0.4157371954596761,0.4273370349294942,0.40337658455532716,0.8849150027423653,0.881124730509155,0.8882577487590914,0.9187379647612033,0.9169674095653538,0.9187309228211602,0.8873351784914537,0.8802471514979324,0.8855481515394182,0.8637410268748454,0.8619000968167204,0.8393246027945998,0.3410929382895174,0.3577509782776216,0.21626645123360533,0.37899899987738916,0.4419934013793796,0.22587983635015285,0.8077295056503809,0.8207607756890666,0.6563080915124528,0.8532728685994442,0.8510415669310587,0.831296962433261,0.9971264343905466,0.9869028900095973,0.9777757620417062,0.42002617179778046,0.47611987059717736,0.32542229688999963,0.39114021471953814,0.4106075461309465,0.3097774824987192,0.8349962752978285,0.8468657525099029,0.744012527377787,0.9756594269035065,0.9707356652776709,0.9653299413275765,1.0,0.9908461328441476,0.9812994988303663,0.4830340490972118,0.531282802810564,0.36658256992597477,0.39699160521609395,0.41285749865497495,0.3102524319128942,0.8288609946163717,0.834605768514427,0.7376188344835981,0.9764534971416688,0.9737829408636423,0.9649664348741968,0.8400577536980054,0.8645254284527569,0.6927499775159154,0.0944571547968991,0.10466287794304177,0.07659278749876576,0.20814789662962732,0.2253356163442557,0.15805626014869917,0.7204401104349588,0.7776174603400933,0.5925981657324609,0.8956364761530785,0.8875835736170845,0.8311829102483158,0.8990633630245047,0.9014829814715504,0.8968356330690711,,
Number of male marginal workers  who worked for  3 to 6 months,0.1493063125199843,-0.0017095266570160692,0.009700797291197534,0.07328596786477358,0.026718687666523053,0.875324686390993,0.8917491286016977,0.8871187293798247,0.8960170454396468,0.8894005682877619,0.8860320359269697,0.892580685030131,0.8618772223154482,0.8644005362566249,0.8585544275639673,0.3982307310664838,0.40979559469578763,0.3859331685516103,0.8775178946166735,0.8744179553188356,0.8800350110619883,0.9189777229571631,0.9182707855881745,0.9180877520276232,0.8752920162949493,0.8712530740566145,0.8629642005985735,0.8513338446310161,0.8514044677691904,0.8197584099423482,0.3143347318177763,0.3315656260544209,0.195398001865412,0.36607894395804946,0.4352350186901688,0.2055792386078898,0.8081379882029215,0.8261398842372016,0.6464560012487133,0.8414043372923959,0.8407382317109414,0.8134391286829534,0.9899308183236512,0.9977508644437872,0.9444892210655621,0.38024825260685474,0.46595266555875636,0.27152004709855787,0.3700552990247071,0.4254034425717345,0.25662706104797545,0.8333690285567021,0.8631156689915394,0.7289073821662305,0.9760741167386008,0.980160341440711,0.9515518300087977,0.9908461328441476,1.0,0.9463318065645124,0.4401256293025425,0.5233730229158399,0.30763095253279965,0.3714641456416588,0.42628321451046,0.2504382453695095,0.8263943263486127,0.851445979913558,0.7205668243924644,0.9752968489157832,0.9813516321967719,0.9505935877281477,0.8462029764608953,0.8845542088966725,0.6785112143648261,0.07889183410855005,0.09398519674358857,0.059675137804467364,0.21008328041558347,0.2384894644715408,0.1502146897497753,0.7218982024379635,0.7895492657436473,0.5869927000697653,0.9075869892634623,0.9085174462253114,0.8243991687575852,0.8972914160840961,0.9014062861001462,0.8940883097572208,,
Number of female marginal workers who worked for  3 to 6 months,0.16005069097886532,0.029643162657274725,0.005216677758522532,0.07262417578929423,0.03040528650434795,0.8727396660589972,0.877176764580544,0.871416415965503,0.8827203660739672,0.8669772802315201,0.8625907224106996,0.8713046446692382,0.8319650649045063,0.832112842664429,0.8311828806687914,0.4274983759306979,0.43877975973949856,0.41544034940672797,0.8673638525303371,0.8627096054461136,0.871777699266646,0.8892236489370022,0.8859927308622565,0.89047577431109,0.8763318594105327,0.8651212921831037,0.8896313908642911,0.8540059328364715,0.8494978272039516,0.8405726299025454,0.36841607860923753,0.3837283632934378,0.23915513536472,0.3853870874988826,0.43759548664631415,0.24765358539887034,0.7814994336681967,0.7870294487588538,0.6495163282723189,0.8431021200285305,0.8387098990554037,0.8303639877619208,0.9757249614415154,0.9400981923981587,0.9941910449926248,0.46340740901824923,0.4754988911240978,0.3919469540700781,0.4087848302908935,0.3764725756003995,0.375726894493523,0.8108030979354073,0.7968051404218457,0.7419260915434858,0.9440882683441021,0.9264737625477851,0.9543238898680826,0.9812994988303663,0.9463318065645124,1.0,0.5288783064424112,0.5256914496005277,0.4390000273144181,0.420784921954622,0.3806047880725151,0.3856884389374266,0.8060595368907376,0.7840927595713183,0.7385113960377623,0.9470976515973291,0.932070675550538,0.9548199428978673,0.8046213139685265,0.8085158969281947,0.6910559183899466,0.11365203569469788,0.1165645508950135,0.09828315912420164,0.19877902024406927,0.19942488864893848,0.16421861576432545,0.6954851075530908,0.7359127451655396,0.5817742243911102,0.8501576585961622,0.8295513371505593,0.8144633191067598,0.8730422037921368,0.8729677809901679,0.872275972221033,,
Total Number of marginal workers as cultivators who worked for 3 to 6 months,0.20438395896902817,-0.09570505689165945,-0.0021395185008918904,0.025604126951238905,-0.030261764309347437,0.3396781453385562,0.3470834842287856,0.3448112367173064,0.3492691544303086,0.3528651455155663,0.3510272813443116,0.354684843306158,0.3267029918553873,0.32769509390884505,0.32540570108957334,0.23172988514257586,0.23658491885601346,0.22646487703649326,0.337104441620299,0.3368796754731079,0.33690137439080575,0.373313183828037,0.3696524325275368,0.3757508992417492,0.3487630996452482,0.339506120459419,0.3712133519568317,0.32899282674546304,0.3274805972884914,0.32292370626204553,0.3597556666407535,0.3744913439397479,0.2339831252551938,0.16514160249070348,0.19832000353794527,0.08973393133150834,0.29595592886606154,0.30478833015107165,0.23214984225044535,0.31865325820058765,0.3170057844413113,0.313787216983522,0.4891391246018236,0.44197727263443504,0.5411682898607425,0.9506946558143882,0.8318466760691265,0.8990447911589716,0.3352220998926981,0.30684176389215884,0.30997150656232064,0.33859405836573836,0.33790012713839845,0.3059008559917413,0.37477355200383844,0.3678935010123806,0.3786598808128056,0.4830340490972118,0.4401256293025425,0.5288783064424112,1.0,0.8420985598161036,0.9320744696190001,0.32688343554894755,0.30057326567868903,0.2947289489731923,0.33378644180847705,0.33226036654882557,0.2999947165976233,0.37557628251116143,0.3700766432554006,0.3779418032061741,0.4594359008623882,0.40908783867651166,0.46865137392723155,0.43155565645201616,0.39451853788911306,0.4046507203983989,0.22095726306006483,0.19596663786978497,0.2041870393273512,0.29993941128531726,0.3129786275215031,0.25378764312067364,0.34037099718614333,0.32966351436006575,0.3309122228469809,0.34418923383446204,0.34920675008076785,0.3409785159021804,,
Number of male marginal workers as cultivators who worked for 3 to 6 months,0.235992616100486,-0.08579070555210655,-0.0011378797175508265,0.02609213328612118,-0.022992215531379916,0.3783003058417042,0.38901480521942583,0.38661896615293706,0.3912961058046109,0.3989499016945353,0.3970099828577262,0.40085371081809906,0.37336475739817887,0.37479292127246244,0.3715701476082746,0.23606281264702406,0.24116755620630506,0.23053904000108938,0.3767463508238724,0.3765635469707439,0.3764365725224784,0.42222918258639053,0.4194130106632771,0.4238875075946518,0.3840242459926553,0.3775063298018675,0.39559570246540726,0.36207167778753807,0.3614359098240099,0.3512950416440822,0.2821301869745398,0.3013323318273869,0.1676206356146397,0.19460108623791636,0.24204231772075907,0.09308803887256933,0.3410736441332694,0.35062079923656647,0.2688364995286776,0.35267116344401245,0.3514630365965843,0.3447612585412422,0.5402919555976495,0.5248941594765367,0.544196812860975,0.799493030925463,0.9488003727271921,0.5913044651114123,0.4196139806963177,0.44103906107566326,0.3317947188898472,0.40282588255468277,0.40819313235661137,0.3592065458641042,0.42745248224909055,0.4249150597232805,0.42352560759780006,0.531282802810564,0.5233730229158399,0.5256914496005277,0.8420985598161036,1.0,0.5895195484330548,0.4005657068955147,0.4296823122062928,0.29997353936379834,0.39552066429232513,0.40164390306856484,0.34938108325537326,0.4271784658234182,0.42637041722255176,0.4216066599632924,0.5217570989416634,0.4817277138835423,0.5080649257558132,0.3602547459372025,0.35289667917939743,0.3223877544020276,0.30402999653239837,0.28981291370313783,0.2639725882639804,0.3621686888203081,0.37713212776085675,0.30695481072099745,0.39697128965836126,0.38772376190725666,0.3795681763145179,0.3900651164280741,0.3957995223805774,0.38639871875064385,,
Number of female marginal workers as cultivators who worked for 3 to 6 months,0.1475917243672128,-0.08571297302443825,-0.002440072602617929,0.020821498705385324,-0.02987955252677533,0.2546352263182376,0.2585293374347697,0.2567354527109224,0.2602704900075663,0.26051516863706287,0.25906562296232166,0.2619617613152488,0.23851735661208237,0.23904393883736957,0.23777983190318722,0.1885010258057371,0.19234360646319917,0.18432588380227138,0.25182434733601883,0.25161050167580773,0.2517282899579563,0.27550371552378305,0.2719125852940244,0.27804081663093444,0.26439711225975904,0.25491089992495297,0.290248619972956,0.24953250566416785,0.24769466311670132,0.24768140890864732,0.3493036751114833,0.35847535811409903,0.23784873536272436,0.1166207107205374,0.13444601799249495,0.0718682582990154,0.2141570858401817,0.22097264396340469,0.16711573340992902,0.2403611384054066,0.23870519486620603,0.2383863142251792,0.3696747455995419,0.3093824338904055,0.4449767856230608,0.8868474002474677,0.6085562066503178,0.9493319573613342,0.22021070521777822,0.16331365279619767,0.2413811580244771,0.236537603684697,0.2318930794513631,0.21687179845608617,0.27418241379933544,0.26558244682765664,0.28264073743742624,0.36658256992597477,0.30763095253279965,0.4390000273144181,0.9320744696190001,0.5895195484330548,1.0,0.22051657989548812,0.16155360963632917,0.23992658823190421,0.23424411169232595,0.2278454693353732,0.2146258926193614,0.2755687351297553,0.267874603835678,0.28285422843101254,0.33763769571926544,0.2891185198340844,0.36063697397230554,0.4043630213707557,0.35383436162265447,0.3895025173242282,0.12671275036548954,0.09883356558632676,0.12850249035422584,0.20595355457872747,0.21543158188237574,0.17391874781824965,0.24313151766578345,0.23330635705793143,0.2406547212915073,0.2534890700889048,0.2571520558049542,0.2511430637977341,,
Number of marginal workers as agricultural labour who worked for 3 to 6 months,0.3823487203951116,0.06669416339087686,-0.0026556465310203815,0.008384205187070212,0.03400492285177023,0.18111451901953143,0.1927192698294442,0.19042646672908972,0.19508357774635432,0.21865136528572315,0.21702714344940793,0.22031910917207612,0.21799443636086777,0.21879280483494631,0.216984243036158,0.18562563145529593,0.187110413175754,0.18383345432789763,0.17325889838112468,0.17501788114171266,0.17088432728430633,0.2562894827660244,0.25103140491500925,0.2602406166727365,0.18745437342118276,0.17914431313072623,0.21145174099601113,0.16189603341408249,0.1618284448948409,0.15621416743689873,0.3265404150576307,0.38550533172721047,0.11772296954988298,0.4141926835046496,0.45880061289059904,0.2836076564576056,0.1733143507103939,0.17664668235636907,0.13972381512197862,0.14019845899760613,0.14099726977627214,0.1318056763048034,0.40120946934639934,0.36917037921335605,0.434186300489677,0.3019818545389581,0.37458209933425923,0.21263467871287065,0.972364436044535,0.8837956507695589,0.9052872871141551,0.2636436147912457,0.26585431326127745,0.23608869576334143,0.2092375660675915,0.2138635726820108,0.19807680610801556,0.39699160521609395,0.3714641456416588,0.420784921954622,0.32688343554894755,0.4005657068955147,0.22051657989548812,1.0,0.9103035194636492,0.9108165852067032,0.258632518862852,0.26385771729422536,0.2275227774041603,0.20744017308806498,0.2135824205134413,0.1948227250562446,0.37187004793093725,0.3184326575045963,0.39719970896080253,0.11551653425209059,0.12514133713017989,0.09553719084655798,0.4757264334128722,0.40986353055736297,0.44977191404544875,0.2378070658421243,0.23740861347469167,0.20826917075641999,0.2065611003219219,0.20176597583433908,0.1974725669472766,0.194984350532792,0.2040776267310201,0.1895629447076408,,
Number of male marginal workers as agricultural labour who worked for 3 to 6 months,0.385644829474861,-0.012793221583109284,-0.0028419868180260244,0.009991691533511277,0.0081048653317806,0.19778611319472272,0.21403597164337496,0.2119821592046255,0.2161120729072429,0.24318277904544042,0.24171780556093908,0.244657620675331,0.24164364082484102,0.24354505148249816,0.23944641737953914,0.13693320652621752,0.13877165492640683,0.13486150268676453,0.19277038695125345,0.1946405411421894,0.1902336676413045,0.2834149568434983,0.28025018080941355,0.28558557650825805,0.20067229093196884,0.19685321725745697,0.20819709260787733,0.1742736611794202,0.1762575397563072,0.15996434511012272,0.2709752839612237,0.33228682728504527,0.07198591847644749,0.366905061427011,0.4388111818920967,0.2021095289700472,0.20151754105592046,0.20755784113475656,0.15801780636239607,0.1552401497432892,0.1568647017329757,0.1429103892365085,0.420590494862193,0.42509706151210974,0.3995553923399384,0.2793027768044793,0.401249141701186,0.16044456778393318,0.9013797477763924,0.9758028854728448,0.6847023340986574,0.312740321283072,0.32295378424580656,0.27426317952837515,0.24550254627520654,0.2553159540684232,0.2255027824904283,0.41285749865497495,0.42628321451046,0.3806047880725151,0.30057326567868903,0.4296823122062928,0.16155360963632917,0.9103035194636492,1.0,0.6582398564365604,0.3053910638178685,0.32036047143218754,0.26189158787613315,0.24320969577973722,0.25444671330286583,0.22229531457604132,0.41069726294249914,0.3754883608812162,0.40513205921486317,0.11095084816830313,0.13257640301479898,0.08366435754400701,0.4942133235241276,0.47012008431098823,0.4299258380500769,0.2868155241985387,0.28900654838257034,0.2494351761101611,0.2437162203330528,0.24435894875554803,0.220605163693953,0.2212477633652897,0.23063167158600556,0.21563451800531988,,
Number of female marginal workers as agricultural labour who worked for 3 to 6 months,0.3107607450136339,0.13405061841163346,-0.001995423563299053,0.0052833950950468885,0.053759798058680724,0.13213504898446335,0.13703435959213098,0.13491279321863103,0.1392637391401098,0.15512813997357403,0.15363524744297888,0.15669034201479748,0.15546836222349328,0.15502408350204486,0.15582241405918798,0.20102588000666613,0.20189272664468466,0.1998326119921001,0.12285057630601919,0.12418447526496808,0.12106189224119768,0.18345579419660646,0.17704940645657422,0.18847677033252488,0.14078663084566545,0.1294823129627444,0.17692482078210814,0.12063190059350812,0.11853051960303318,0.12456891005579483,0.32362229279538784,0.3697137914543015,0.14230570537217346,0.38736188824627554,0.3967776188592774,0.3142210214165381,0.11422815136092913,0.1142646368357137,0.09652020609453599,0.1001534829693659,0.0999861114222832,0.09718617406271624,0.3102113028601195,0.24744963651205057,0.3911617870129904,0.2706544835313974,0.28107438876302565,0.22669830254510004,0.869456995320076,0.6341627756784969,0.963553996818551,0.1675849746225646,0.16141984974889825,0.1558447313729786,0.13569444355079768,0.13432084500259617,0.13534225742756031,0.3102524319128942,0.2504382453695095,0.3856884389374266,0.2947289489731923,0.29997353936379834,0.23992658823190421,0.9108165852067032,0.6582398564365604,1.0,0.165800813687401,0.16037500339179683,0.15260426885938125,0.13471223268388996,0.13467639944068,0.1326229832856988,0.26671983193448284,0.2046495093438978,0.3183352439380789,0.09943445840667767,0.0953719472625704,0.09031132222495576,0.37230862293555284,0.27655551661394656,0.38921879806015086,0.14645174491048107,0.14354206336380707,0.13001139325429306,0.1326083787466234,0.12324682494952638,0.13912761431156026,0.13396161216761612,0.14114067239700287,0.1296999749678364,,
Number of  marginal workers in household industry who worked for 3 to 6 months,0.13378197197031272,-0.0028180837534130896,0.0055791601945363745,0.06950754017860883,0.023405547422883123,0.710178815036335,0.7381494200866536,0.7360622404521188,0.7397341147831477,0.7410046942043889,0.7400980860430655,0.7415399149058798,0.6857317040096991,0.6897500920056527,0.6809565381379391,0.3192735345072569,0.3289699248094091,0.30898600778545326,0.7198470310120094,0.7200603268368236,0.7185738040186109,0.7836513995537496,0.7851388064518467,0.7811580912943846,0.7179553885708636,0.7186515315056793,0.6934995899037424,0.69652571928775,0.7021390523439899,0.6485602785366443,0.2735564791308568,0.29466163820883684,0.15736399893396036,0.31678375031500605,0.3828584559640247,0.16844753112703004,0.8372078244166016,0.8296230809696326,0.7235308227923835,0.6807773111217519,0.6873156472461508,0.6291112207119696,0.8284563101720551,0.8247328716874802,0.8054150819754332,0.28651163598061097,0.35187506795421447,0.20406669718406667,0.26062502020984624,0.31038378133483974,0.17010094288756694,0.9894614582444807,0.9200943273168256,0.9452929192382686,0.8049218336066082,0.8068500852010516,0.7869688785006074,0.8288609946163717,0.8263943263486127,0.8060595368907376,0.33378644180847705,0.39552066429232513,0.23424411169232595,0.258632518862852,0.3053910638178685,0.165800813687401,1.0,0.9224117162222095,0.9548996294851584,0.8051972880093541,0.8090014073826838,0.7866145364456621,0.7104494688415117,0.7323629200931174,0.5841493001804597,0.05440744810792697,0.070278972604861,0.03758249522846718,0.15747318465733431,0.19355238416699888,0.1001470893824976,0.7938455909203267,0.7882335847392665,0.6980554802796641,0.7416974924296689,0.7402281498435477,0.6780988800695671,0.7468429128253228,0.7536234590016619,0.7422429399846151,,
Number of male marginal workers in household industry who worked for 3 to 6 months,0.11760100192612488,-0.013594594646038452,0.006924242592651087,0.06025277713804168,0.020915296844053053,0.6664991616986042,0.700940202964915,0.6981065787167638,0.70339543609981,0.7038846337975347,0.7021813627886535,0.7053301532308953,0.6710238097529694,0.676834801610758,0.6643595032036897,0.2844811878347001,0.29297720196672516,0.27545971153172044,0.6795775103392571,0.6790623818949361,0.6792432498650908,0.7581710356767102,0.7610946405075663,0.7545269731858049,0.6748128798083415,0.6744856439750676,0.6553384994835676,0.6487875277038179,0.6528675640215371,0.6086851088183161,0.2587327519651121,0.2763100115033583,0.1537869561881806,0.30538328327047237,0.37149439564065084,0.15872423843800107,0.8170829516454667,0.8488128350580669,0.6258564229139069,0.6322602036567202,0.636065992624558,0.5935764490858331,0.8331673302273096,0.849897189143716,0.7801084600199564,0.28438257356096336,0.3567209732494602,0.19761886625774266,0.26718094486801836,0.3270124061256384,0.16567308515464546,0.9157427319740864,0.9922948459301371,0.7674931732484124,0.8158387521411121,0.827648689444536,0.7821259805066777,0.834605768514427,0.851445979913558,0.7840927595713183,0.33226036654882557,0.40164390306856484,0.2278454693353732,0.26385771729422536,0.32036047143218754,0.16037500339179683,0.9224117162222095,1.0,0.7661343350936803,0.8171919653231392,0.8298643592381296,0.7849669411362693,0.707990740170169,0.7556985090271987,0.5456829384592105,0.0517760575439824,0.06958487906236922,0.03399592295027651,0.16551650417405148,0.20874944388156166,0.10079064648135046,0.7450698673080293,0.8312358690056895,0.5950970854314621,0.7438505352015151,0.7592513237189235,0.6468890560601477,0.7135385170648288,0.7243138418948606,0.7066671130431066,,
Number of female marginal workers in household industry who  worked for 3 to 6 months,0.1322083887804966,0.005762436076945365,0.003960586947694021,0.06934179084970571,0.02286833633784096,0.6693679723929521,0.689433908618964,0.6881392565395952,0.690183305189921,0.6919215386957083,0.6917223994271164,0.6917008275151761,0.6252073684560349,0.627426609779317,0.6223848442749528,0.3125782231446356,0.3221817773945201,0.3023949631778977,0.6754016005073069,0.6761525883473349,0.6735398406584473,0.7211519258668371,0.7213793291149383,0.7198045340765323,0.6759169556000222,0.6773269812562009,0.6501930970778761,0.6602654057394839,0.6664695736013609,0.6112791360489511,0.25629765303229113,0.2779043497555198,0.14362984272474305,0.29236484306911525,0.351490056549134,0.1582777742348901,0.7649807036908388,0.7279641697019088,0.722834168744106,0.6467655401568156,0.6547198357149929,0.5905303853026677,0.738051324044461,0.7189927920185241,0.7405022263276838,0.2581356680511213,0.31128953333698667,0.1876474604295087,0.22828345505196462,0.2650856469542178,0.15568669097451412,0.942489991440543,0.7682019809321101,0.9829689622745417,0.7122108581171714,0.7063397717118229,0.7082551619238812,0.7376188344835981,0.7205668243924644,0.7385113960377623,0.2999947165976233,0.34938108325537326,0.2146258926193614,0.2275227774041603,0.26189158787613315,0.15260426885938125,0.9548996294851584,0.7661343350936803,1.0,0.7116288433370315,0.7082162647072783,0.7054812896740675,0.6379183405811053,0.637704822660062,0.5525322437941698,0.05073121811495893,0.0634507036761903,0.0364030974233218,0.13479349362681506,0.1615932819926173,0.08916162802705989,0.7481884484211215,0.6726025168383897,0.7040899365796065,0.6623473765266294,0.6480616679707009,0.6310613019973303,0.6942145862384937,0.6972135415722299,0.6918428200265955,,
Number of marginal workers as Other workers who worked for 3 to 6 months,0.07356241021943334,0.009039094027903942,0.009618146557331063,0.07686519276274799,0.02755382288145525,0.9103910703845937,0.9186840724755813,0.9134952556887217,0.9235479972056421,0.9059558530778173,0.9020451846654998,0.9097287045340283,0.8767134182485279,0.8779647038349568,0.8747278463055572,0.4007758223525107,0.41280809816639563,0.3880027260881763,0.9103787930321442,0.9055858853181902,0.9148999245899857,0.9243583144005004,0.9235977134815647,0.9235042259451749,0.909329717674921,0.9035721130920111,0.9021097091932206,0.8905675831921221,0.8881236876598506,0.8675670876888417,0.275838595027627,0.2801373313949615,0.19393721993396987,0.3174740524569464,0.37359258598047246,0.1841309225167979,0.8146031641434744,0.8289296321037607,0.6594635110099325,0.8850175213792281,0.8818780547530947,0.865609809369527,0.9716701596260703,0.9711065911660042,0.9390938074959893,0.31544717408521344,0.37241120565201735,0.23459112864820816,0.20530081206116357,0.24501385093884695,0.13348261948865947,0.8117301023541212,0.8307758810131675,0.7175547829637703,0.9988008803077694,0.9925955703958257,0.9900601675412176,0.9764534971416688,0.9752968489157832,0.9470976515973291,0.37557628251116143,0.4271784658234182,0.2755687351297553,0.20744017308806498,0.24320969577973722,0.13471223268388996,0.8051972880093541,0.8171919653231392,0.7116288433370315,1.0,0.9958385483246837,0.9903996469205776,0.8061165880087073,0.8488090381963643,0.6376936204904784,0.04104550400382588,0.05330844580086971,0.028163399016700983,0.1122228049433877,0.1453753982058053,0.06510445530404439,0.702276996166376,0.7684807769799964,0.5707810433926374,0.914036773575711,0.906740894099676,0.8464453087603396,0.919645482203498,0.9195883046190167,0.9188261204822451,,
